instance,avgDistance,maxDistance,symmetry_index,distanceMedian,depotTask-x,depotTask-y,N_Tasks,convex_hull_points,convex_hull_length,points_inside_hull,convex_hull_area,average_timespan,std_deviation_timespan,highest_last_time,highest_early_time,lowest_early_time,Q1_early_time,Q2_early_time,Q3_early_time,Q1_late_time,Q2_late_time,Q3_late_time,avgDemand,minDemand,maxDemand,totalDemand,capacity,avgService,timeByNumOfRequests,n_clusters
nyc-n2500-2.txt,10.375049980007997,50,1767,9.0,-74.005501,40.714962,2501,7,1.173199028274035,0,0.08468113128650101,60.0,0.0,240,180,63,31.0,64.0,114.0,91.0,124.0,174.0,1.384,1,6,1730,6,2.0,0.192,1
LR2_8_1.txt,104.23188062675351,381.90705675595996,0,88.14193099768123,200,200,811,16,1536.7491506964802,775,157152.0,122.92098765432098,38.97227477956188,6643,6578,110,1290.5,2516.5,3679.5,1405.5,2630.5,3787.25,18.288888888888888,1,50,7407,1000,9.753086419753087,16.669135802469135,1
poa-n600-6.txt,20.628951747088188,54,421,19.0,-51.2538536,-30.122088,601,12,0.7929684671351994,0,0.0421640626612636,122.13666666666667,33.577144839243786,240,157,75,18.0,48.5,82.0,149.0,176.0,207.0,34.55,10,60,10365,100,15.0,0.8,1
LR1_8_2.txt,44.052631854568084,203.38387350033435,0,35.17101079013795,200,200,835,16,1536.7491506964802,800,157152.0,383.0263788968825,651.9197948892352,1661,1643,13,6.75,461.0,835.0,469.0,841.5,1417.0,18.01199040767386,1,45,7511,200,9.184652278177458,4.047961630695443,1
LC2_6_8.txt,24.98066833447372,146.50938536489735,0,21.213203435596427,150,150,613,16,1016.7654620928324,543,73822.0,640.0,0.0,3688,3048,656,546.5,1365.0,2189.25,1186.5,2005.0,2829.25,19.019607843137255,10,40,5820,700,86.47058823529412,12.467320261437909,12
poa-n3000-4.txt,10.089303565478174,31,1443,9.0,-51.1748218,-30.0734619,3001,17,0.6430620710873859,0,0.028811005306360382,83.21766666666667,96.65729643723517,480,430,38,84.0,201.0,306.0,171.0,287.0,391.25,35.32,10,60,52980,100,15.0,0.32,2
LC2_2_10.txt,21.87402134893643,80.06247560499239,0,18.24828759089466,70,70,203,11,488.86336147315666,165,15883.0,880.0,0.0,3503,2623,887,367.0,1177.5,2032.5,1247.0,2057.5,2912.5,18.91089108910891,10,50,1910,700,88.21782178217822,35.62376237623762,6
LRC2_2_7.txt,34.61102384796063,118.4736257569591,0,28.42534080710379,70,70,203,13,521.3339049076442,185,18424.0,370.6732673267327,165.20650796945984,2481,2118,197,161.75,389.5,918.0,539.0,777.0,1310.5,18.06930693069307,5,43,1825,1000,9.801980198019802,25.099009900990097,4
lc208.txt,17.675804482068376,53.85164807134504,0,15.620499351813308,40,50,103,11,274.7563866035929,70,5307.5,640.0,0.0,3288,2648,648,447.25,1253.0,2035.5,1087.25,1893.0,2675.5,17.45098039215686,10,50,890,700,86.47058823529412,66.47058823529412,10
LC1_6_10.txt,16.182651686723837,120.16655108639841,0,6.082762530298219,150,150,639,15,1008.4865649420244,486,73514.5,479.1880877742947,94.96469752805079,1352,960,316,132.0,301.0,533.5,626.0,768.0,1025.75,18.181818181818183,10,40,5800,200,79.27899686520377,4.689655172413793,20
LRC1_8_6.txt,35.229573335917564,176.9547964876906,0,27.23878630385228,200,200,845,17,1508.5333140327161,788,154638.0,60.0,0.0,1507,1447,65,165.0,241.0,647.0,225.0,301.0,707.0,18.502369668246445,1,50,7808,200,8.957345971563981,3.727488151658768,18
lr207.txt,28.416167548430153,58.69412236331676,0,27.202941017470888,35,35,103,10,258.1769802298352,92,4460.0,602.9705882352941,363.0140292185109,983,740,258,0.0,9.0,322.75,564.5,955.5,968.0,13.156862745098039,1,36,671,1000,9.607843137254902,19.607843137254903,1
LC2_8_10.txt,33.28352850864409,170.14111789923092,0,23.52588712105845,200,200,813,15,1269.6617998824488,711,117240.5,880.0,0.0,3681,2801,883,441.75,1281.0,2094.0,1321.75,2161.0,2974.0,19.211822660098523,10,50,7800,700,87.33990147783251,9.386699507389162,20
nyc-n1500-2.txt,10.771485676215857,48,1127,9.0,-73.990982,40.728046,1501,8,1.1262853356702127,0,0.07679955572599956,29.999333333333333,0.025811280910141253,240,210,31,42.0,89.0,139.0,72.0,119.0,169.0,1.412,1,6,1059,6,2.0,0.32,1
nyc-n800-2.txt,10.654182272159801,46,463,9.0,-73.97525,40.797794,801,10,0.9829989870910363,0,0.055643791952000754,30.0,0.0,240,210,33,37.0,91.0,146.0,67.0,121.0,176.0,1.3825,1,6,553,6,2.0,0.6,1
LC2_4_7.txt,23.269868012331518,96.20810776644555,0,20.419858506645294,100,100,409,13,634.6400180905226,309,29114.0,623.2401960784314,271.39984096972665,3589,3487,321,502.75,1342.0,2123.5,1192.25,1974.5,2788.5,18.333333333333332,10,40,3740,700,86.47058823529412,18.102941176470587,6
LC1_8_9.txt,18.671564195245747,158.80806024884254,0,7.0,200,200,837,17,1401.9341224954123,704,140543.5,360.0,0.0,1481,1121,390,196.0,381.0,642.0,556.0,741.0,1002.0,18.205741626794257,10,50,7610,200,82.2488038277512,4.009569377990431,20
LC2_10_4.txt,39.83528197149268,230.53199344125753,0,25.632011235952593,250,250,1019,14,1620.122942915847,708,187351.0,2772.7111984282906,1519.3860392408565,3818,3447,287,0.0,0.0,138.25,3518.75,3615.5,3687.0,19.25343811394892,10,50,9800,700,86.8172888015717,7.6895874263261295,20
LR1_2_6.txt,22.651353507592233,87.20665112249179,0,20.8806130178211,70,70,215,14,518.7183201277799,195,18385.0,166.4392523364486,235.0202885483454,615,550,40,2.5,158.0,325.0,193.0,361.0,548.75,17.1588785046729,1,41,1836,200,8.69158878504673,5.925233644859813,1
ber-n600-1.txt,28.30948419301165,65,230,29.0,13.3762862,52.4527238,601,17,1.4460268918574215,0,0.11941399390306517,116.87,33.52073636820448,240,170,67,24.75,54.5,101.0,154.0,187.0,215.25,33.77333333333333,10,60,10132,100,5.0,0.8,8
nyc-n400-2.txt,9.955112219451372,48,415,9.0,-73.9739,40.763268,401,6,0.960211224821047,0,0.04120290119600156,30.0,0.0,240,210,32,35.0,92.0,145.0,65.0,122.0,175.0,1.47,1,6,294,6,2.0,1.2,1
LR1_4_10.txt,22.74991635115782,73.00684899377592,0,19.235384061671343,100,100,419,12,747.5626576363217,394,37716.5,119.23205741626795,31.07440101046813,782,669,56,109.25,249.5,403.5,239.0,370.0,523.75,18.15311004784689,1,48,3794,200,9.138755980861244,3.84688995215311,1
nyc-n200-5.txt,10.278606965174129,27,109,10.0,-73.885292,40.773106,201,11,0.640097202188399,0,0.02343132782099966,30.0,0.0,475,445,39,96.25,197.0,298.0,126.25,227.0,328.0,1.39,1,6,139,6,2.0,4.8,1
ber-n800-3.txt,6.292134831460674,34,181,6.0,13.4545044,52.5383379,801,15,1.3391241294130234,0,0.09766203103821433,170.3975,129.08628700892282,480,405,69,17.0,138.0,268.0,201.75,332.0,449.0,34.3025,10,60,13721,100,5.0,1.2,6
LC1_2_3.txt,13.758979859970248,64.4437739428721,0,7.211102550927978,70,70,207,16,506.858134452576,149,16660.0,638.9757281553398,574.2603299857509,1247,1130,62,0.0,0.0,464.25,532.5,1166.5,1208.75,17.184466019417474,10,40,1770,200,84.75728155339806,13.116504854368932,20
LC1_2_7.txt,5.696995928744186,44.294469180700204,0,5.0,70,70,215,16,506.858134452576,156,16660.0,180.0,0.0,1198,1018,195,160.25,403.5,629.25,340.25,583.5,809.25,18.69158878504673,10,40,2000,200,78.22429906542057,12.626168224299066,18
nyc-n200-2.txt,10.35820895522388,29,169,10.0,-73.981735,40.761108,201,11,0.6491851543189568,0,0.02314579347399981,30.0,0.0,236,206,32,29.0,71.0,140.0,59.0,101.0,170.0,1.36,1,6,136,6,2.0,2.4,1
LR2_4_9.txt,47.29837715140701,137.0875632579411,0,44.682194060547616,100,100,405,12,747.5626576363217,379,37716.5,367.59158415841586,173.4010090200562,3191,2734,161,424.25,1051.5,1668.0,815.75,1398.5,2048.0,18.06930693069307,1,46,3650,1000,9.801980198019802,15.905940594059405,1
lr102.txt,11.29967985988821,26.92582403567252,0,11.180339887498949,35,35,111,10,258.1769802298352,98,4460.0,58.18181818181818,82.50148007688126,210,200,28,4.5,76.0,122.25,86.25,134.0,192.0,16.21818181818182,1,41,892,200,8.181818181818182,4.181818181818182,1
LC1_6_9.txt,14.104130833061987,111.50784725749125,0,6.082762530298219,150,150,633,15,1008.4865649420244,482,73514.5,360.0,0.0,1351,991,372,139.75,339.0,595.25,499.75,699.0,955.25,18.227848101265824,10,40,5760,200,80.88607594936708,4.734177215189874,20
LC2_6_6.txt,27.18466232890011,152.620444239951,0,21.2602916254693,150,150,611,16,1016.7654620928324,541,73822.0,493.4836065573771,88.56782467307534,3687,3256,284,597.25,1444.0,2267.25,1121.25,1925.0,2738.25,18.918032786885245,10,50,5770,700,87.04918032786885,12.508196721311476,12
lrc104.txt,11.580853934852444,36.61966684720111,0,9.326762794674746,40,50,109,12,295.5024699848034,88,6264.0,151.64814814814815,74.59784958855926,225,180,44,0.0,0.0,43.75,173.5,190.0,202.25,15.5,2,40,837,200,8.518518518518519,4.444444444444445,10
LC1_6_6.txt,6.337464124881935,75.92759709091287,0,4.73606797749979,150,150,629,15,1008.4865649420244,478,73514.5,161.3391719745223,77.28776936606393,1304,1183,96,215.75,451.0,697.5,398.75,609.5,853.25,17.8343949044586,10,40,5600,200,81.97452229299363,4.764331210191083,20
LC2_6_2.txt,33.810022474172996,217.27862297059966,0,23.140809885358397,150,150,605,16,1016.7654620928324,535,73822.0,1023.475165562914,1495.6874356002293,3712,3489,201,30.75,1036.5,2189.5,1198.25,2350.0,3547.0,19.205298013245034,10,50,5800,700,88.80794701986756,12.632450331125828,12
bar-n400-5.txt,14.349127182044887,27,363,15.0,2.2019789,41.4037434,401,13,0.5774004499045894,0,0.02147544528619527,127.4625,43.49481111293622,240,161,71,0.0,40.0,89.0,148.0,180.5,226.25,34.71,10,60,6942,100,15.0,1.2,1
LR2_10_10.txt,95.68098223883914,335.8466912149054,0,82.80966249062826,250,250,1005,20,1929.4467806330276,961,246052.5,480.796812749004,61.65322432381542,7428,6964,405,1386.0,2960.0,4380.5,1872.75,3440.0,4859.5,18.250996015936256,1,45,9162,1000,9.920318725099602,15.332669322709163,1
LRC1_10_2.txt,44.82730862105524,259.9423012901132,0,32.526911934581186,250,250,1047,19,1931.1188740161215,982,245093.5,439.32982791587,695.0279353983553,1803,1707,32,0.0,253.5,507.5,288.0,581.0,1522.5,18.4263862332696,1,40,9637,200,9.120458891013385,3.4818355640535374,8
LR1_6_6.txt,39.31675126936894,168.88457596832222,0,32.0624390837628,150,150,631,19,1150.0224300386249,599,87418.5,296.73015873015873,459.55694696430106,1185,1128,33,0.0,336.5,639.5,367.25,673.0,1023.5,17.498412698412697,1,46,5512,200,9.047619047619047,3.8285714285714287,1
LC2_4_1.txt,21.948940038636263,94.06912352095134,0,19.4164878389476,100,100,407,13,634.6400180905226,307,29114.0,160.0,0.0,3565,3405,169,741.0,1562.5,2379.0,901.0,1722.5,2539.0,19.113300492610836,10,40,3880,700,87.33990147783251,18.192118226600986,4
LC2_10_9.txt,34.91452108890342,275.4813968310746,0,23.853720883753127,250,250,1023,14,1620.122942915847,709,187351.0,856.8228962818004,385.2222868906309,3781,3469,52,500.5,1330.5,2117.5,1452.25,2199.0,2998.75,19.17808219178082,10,50,9800,700,86.1252446183953,7.659491193737769,20
LC2_6_5.txt,25.55769939378879,112.43220179290273,0,22.561028345356956,150,150,609,16,1016.7654620928324,538,73822.0,320.0,0.0,3649,3329,336,706.5,1525.0,2341.25,1026.5,1845.0,2661.25,18.45394736842105,10,40,5610,700,87.63157894736842,12.549342105263158,12
nyc-n100-3.txt,9.168316831683168,23,43,8.0,-73.998505,40.723408,101,7,0.5225628853091603,0,0.014056864662497559,60.0,0.0,235,175,64,29.0,61.5,116.25,89.0,121.5,176.25,1.16,1,4,58,6,2.0,4.8,1
ber-n2000-1.txt,9.134432783608196,40,316,8.0,13.2420064,52.542481,2001,12,1.3112057320730823,0,0.0934110505620101,86.9205,103.66453192751128,480,426,44,89.0,201.0,305.0,176.0,286.0,389.25,93.792,10,180,93792,300,10.0,0.48,2
LC2_8_7.txt,28.885748139333657,186.50737250843463,0,22.01135777277262,200,200,817,15,1269.6617998824488,714,117240.5,611.5563725490196,282.80073660805283,3658,3446,305,583.0,1419.5,2224.5,1240.75,2001.5,2872.0,18.725490196078432,10,50,7640,700,86.47058823529412,9.340686274509803,20
bar-n1000-1.txt,13.352647352647352,28,829,13.0,2.0707654,41.3688871,1001,13,0.5832795927393555,0,0.020883280179854857,111.759,138.55931913444147,480,427,41,60.75,188.0,292.0,190.0,303.5,413.25,96.648,10,180,48324,300,15.0,0.96,2
LR2_6_7.txt,73.81908625834429,237.53947040439405,0,66.57326790837296,150,150,607,19,1150.0224300386249,576,87418.5,2455.181518151815,2230.0533330037783,4806,4507,243,0.0,11.5,1876.0,2102.5,4487.5,4695.0,17.924092409240924,1,45,5431,1000,9.801980198019802,15.917491749174918,1
LC1_8_8.txt,13.1006028731972,153.8083222715858,0,5.385164807134504,200,200,839,17,1401.9341224954123,704,140543.5,240.83054892601433,40.91664409088915,1420,1213,203,223.25,447.0,697.25,471.0,680.0,933.75,18.13842482100239,10,50,7600,200,81.83770883054892,4.0,18
